Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs,km_winsorized,price_in_lakhs_winzorized
Third Party insurance,Petrol,1197 cc,2013.0,Petrol,Hatchback,Automatic,3,Volkswagen,Volkswagen Polo,15.0,Others,4.0,MPFI ,Yes,3970.0,1682.0,1453.0,2456.0,7 Speed,FWD,5.0,Power,"tubeless,radial",5.0,329.78948222681663,17.2,DOHC,No,4.97,Bangalore,8.5,11.407576060361786,8.5
Third Party insurance,Diesel,1498 cc,2017.0,Diesel,Sedan,Manual,2,Skoda,Skoda Rapid,15.0,Silver,4.0,Direct Injection,Yes,4413.0,1699.0,1466.0,2552.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,21.13,DOHC,No,5.3,Bangalore,7.51,10.798779341814225,7.51
Third Party insurance,Diesel,1120 cc,2014.0,Diesel,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,15.0,Others,3.0,CRDi,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,24.0,DOHC,No,4.8,Bangalore,3.88,11.156264806643742,3.88
Comprehensive,Petrol,1197 cc,2013.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,14.0,Silver,4.0,MPFI,No,3995.0,1710.0,1505.0,2525.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,340.10665818705604,18.5,DOHC,No,4.255793900204786,Bangalore,4.9,11.127277689932466,4.9
Third Party insurance,Diesel,1198 cc,2016.0,Diesel,SUV,Manual,1,Mahindra,Mahindra KUV 100,16.0,Orange,3.0,CRDi,Yes,3675.0,1715.0,1655.0,2385.0,5 Speed,FWD,6.0,Power,"tubeless,radial",5.0,243.0,25.32,DOHC,No,5.05,Bangalore,4.94,10.044031797528437,4.94
Comprehensive,Diesel,1396 cc,2013.0,Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,14.0,Brown,4.0,CRDI,No,3995.0,1710.0,1505.0,2525.0,6 Speed,FWD,5.0,Power,"tubeless,radial",5.0,340.10665818705604,21.27,DOHC,No,4.255793900204786,Bangalore,5.25,11.326607934898927,5.25
Comprehensive,Diesel,1995 cc,2016.0,Diesel,SUV,Automatic,2,BMW,BMW X3,19.0,White,4.0,Unknown,Yes,4708.0,2138.0,1676.0,2864.0,8 Speed,4WD,5.0,Electric,"tubeless,radial",5.0,502.0065889522841,16.55,DOHC,Unknown,7.414292484700269,Bangalore,28.9,11.429554725537322,18.40999999999999
Comprehensive,Petrol,998 cc,2018.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,13.0,Red,3.0,Unknown,No,3636.0,1475.0,1670.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,180.0,20.51,DOHC,No,4.6,Bangalore,5.5,11.037145182947038,5.5
Comprehensive,LPG,1086 cc,2013.0,Lpg,Hatchback,Manual,1,Hyundai,Hyundai i10,13.0,Grey,4.0,MPFI+LPG,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,225.0,19.2,SOHC,No,4.7,Bangalore,3.65,11.211833885608513,3.65
Comprehensive,Petrol,999 cc,2016.0,Petrol,Hatchback,Automatic,2,Renault,Renault KWID,14.0,Red,3.0,MPFi,No,3679.0,1579.0,1478.0,2422.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,300.0,24.04,DOHC,No,4.9,Bangalore,4.2,10.184937747111391,4.2
Comprehensive,Diesel,1969 cc,2017.0,Diesel,Sedan,Automatic,1,Volvo,Volvo S60,17.0,Silver,4.0,CRDI,Yes,4635.0,2097.0,1484.0,2776.0,8 Speed,FWD,5.0,Power,"tubeless,radial",4.0,380.0,27.03,DOHC,No,5.65,Bangalore,18.95,11.311017337538173,18.40999999999999
Comprehensive,Diesel,2987 cc,2018.0,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,17.0,White,6.0,CRDI,Yes,5063.0,1860.0,1494.0,3079.0,9 Speed,RWD,5.0,Electric,"tubeless,radial",4.0,540.0,17.0,DOHC,No,6.0,Bangalore,29.375,10.085850775128717,18.40999999999999
Third Party insurance,Petrol,1197 cc,2022.0,Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV300,17.0,White,3.0,MPFI,Yes,3995.0,1821.0,1627.0,2600.0,6-speed AutoSHIFT,FWD,5.0,Power,"tubeless,radial",5.0,259.0,17.0,DOHC,Unknown,5.3,Bangalore,10.5,9.702973165917758,10.5
Comprehensive,Petrol,1451 cc,2021.0,Petrol,SUV,Automatic,1,MG,MG Hector Plus,18.0,Black,4.0,Unknown,Yes,4720.0,1835.0,1760.0,2750.0,6-speed CVT,Unknown,6.0,Unknown,"tubeless,radial",5.0,155.0,16.56,Unknown,Unknown,14.7050474116446,Bangalore,20.75,9.798182590890704,18.40999999999999
Third Party insurance,Petrol,1198 cc,2013.0,Petrol,Hatchback,Manual,1,Honda,Honda Brio,15.0,Others,4.0,PGM - Fi,No,3610.0,1680.0,1500.0,2345.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,175.0,19.4,SOHC,No,4.5,Bangalore,3.94,10.5505384372031,3.94
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,16.0,Grey,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,CVT,FWD,5.0,Electric,"tubeless,radial",5.0,339.0,19.56,DOHC,No,4.9,Bangalore,7.25,10.043292972227004,7.25
Third Party insurance,Petrol,998 cc,2013.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,13.0,Red,3.0,Unknown,No,3620.0,1475.0,1460.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,239.84234437195312,20.92,DOHC,No,4.6,Bangalore,2.4,10.819798284210286,2.55
Third Party insurance,Petrol,999 cc,2022.0,Petrol,SUV,Automatic,1,Renault,Renault Kiger,16.0,Others,3.0,MPFi,Unknown,3991.0,1750.0,1605.0,2500.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,405.0,19.03,Unknown,Unknown,4.961318436113224,Bangalore,8.35,9.702973165917758,8.35
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,14.0,Blue,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Bangalore,6.95,9.852246888342531,6.95
Comprehensive,Petrol,1353 cc,2020.0,Petrol,SUV,Automatic,1,Kia,Kia Seltos,17.0,White,4.0,GDi,Yes,4315.0,1800.0,1645.0,2610.0,7-Speed DCT,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,16.5,DOHC,Unknown,8.614012373969004,Bangalore,17.25,9.702973165917758,17.25
Comprehensive,Petrol,814 cc,2014.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,14.0,White,3.0,MPFI,No,3495.0,1550.0,1500.0,2380.0,5 Speed,FWD,5.0,Power,tubeless,5.0,215.0,21.1,SOHC,No,4.6,Bangalore,3.3,10.284284214428578,3.3
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,15.0,Others,4.0,Direct Injection,Yes,4390.0,1699.0,1467.0,2553.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,494.0,18.19,SOHC,No,5.4,Bangalore,4.625,9.90353755128617,4.625
Third Party insurance,Petrol,1496 cc,2018.0,Petrol,Sedan,Manual,1,Toyota,Toyota Yaris,16.0,Others,4.0,EFI,No,4425.0,1730.0,1495.0,2550.0,6 Speed,FWD,5.0,Power,"tubless,radial",4.0,476.0,17.1,DOHC,No,5.1,Bangalore,7.5,10.308985993422082,7.5
Unknown,Petrol,1199 cc,2018.0,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,15.0,Grey,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,19.0,SOHC,No,5.1,Bangalore,7.55,11.072480637966038,7.55
Third Party insurance,Diesel,1956 cc,2021.0,Diesel,SUV,Manual,1,MG,MG Hector,17.0,Others,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,6 Speed,FWD,5.0,Power,radial,5.0,587.0,17.41,Unknown,Unknown,13.900958253913911,Bangalore,17.5,10.308985993422082,17.5
Comprehensive,Petrol,1999 cc,2022.0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,18.0,White,4.0,Multi-point injection,No,4500.0,1790.0,1675.0,2760.0,6-speed,Unknown,6.0,Power,"tubeless,radial",5.0,416.8857893369627,14.2,DOHC,Unknown,11.554442041449107,Bangalore,20.83,9.702973165917758,18.40999999999999
Comprehensive,Petrol,1086 cc,2010.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,13.0,Silver,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,246.669410910312,19.81,SOHC,No,2.095131664346063,Bangalore,2.71,10.684645610418787,2.71
Third Party insurance,Petrol,1591 cc,2018.0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,17.0,Others,4.0,MPFi,No,4270.0,1780.0,1665.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,14.8,DOHC,No,5.3,Bangalore,12.8,10.596659732783579,12.8
Third Party insurance,Diesel,1396 cc,2012.0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,14.0,Red,4.0,CRDI,No,3995.0,1710.0,1505.0,2525.0,6 Speed,FWD,5.0,Power,"tubeless,radial",5.0,340.10665818705604,22.54,DOHC,No,4.255793900204786,Bangalore,4.36,10.610611600026868,4.36
Comprehensive,Petrol,1397 cc,2021.0,Petrol,SUV,Automatic,2,Hyundai,Hyundai Creta,17.0,White,4.0,GDi,Yes,4300.0,1790.0,1635.0,2610.0,7-speed DCT,FWD,5.0,Power,"tubeless,radial",5.0,387.3563752954349,19.256888627353813,DOHC,Unknown,8.468961588881704,Bangalore,16.75,10.184937747111391,16.75
Third Party insurance,Petrol,998 cc,2019.0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,16.0,Others,3.0,GDi,Yes,3995.0,1770.0,1605.0,2500.0,7-Speed,FWD,5.0,Power,radial,5.0,350.0,18.15,Unknown,Unknown,4.624104359574424,Bangalore,12.5,9.90353755128617,12.5
Third Party insurance,Diesel,2179 cc,2016.0,Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,17.0,Silver,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed,FWD,7.0,Power,tubeless,5.0,720.0,16.0,DOHC,No,5.6,Bangalore,13.5,10.978507040265917,13.5
Third Party insurance,Petrol,998 cc,2019.0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,16.0,Others,3.0,GDi,Yes,3995.0,1770.0,1605.0,2500.0,7-Speed,FWD,5.0,Power,radial,5.0,350.0,18.15,Unknown,Unknown,4.624104359574424,Bangalore,12.5,9.90353755128617,12.5
Comprehensive,Petrol,1498 cc,2020.0,Petrol,SUV,Automatic,1,Volkswagen,Volkswagen T-Roc,17.0,White,4.0,TSI,Yes,4234.0,1819.0,1573.0,2590.0,7 Speed DSG,FWD,5.0,Power,"tubeless,radial",5.0,445.0,18.4,DOHC,Unknown,5.55,Bangalore,22.25,10.646638446331167,18.40999999999999
Unknown,Petrol,998 cc,2015.0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,15.0,White,3.0,MPFi,No,3715.0,1635.0,1565.0,2425.0,5 Speed ,FWD,5.0,Power,"tubeless,radial",5.0,235.0,23.1,DOHC,No,4.7,Bangalore,4.75,11.082419433618579,4.75
Third Party insurance,Diesel,1995 cc,2008.0,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,16.0,Others,4.0,Unknown,Yes,4531.0,1817.0,1421.0,2760.0,6 Speed,RWD,5.0,Power,"tubeless,radial",4.0,460.0,13.2,DOHC,No,7.533754668255341,Bangalore,6.0,11.289794413577894,6.0
Third Party insurance,Petrol,1368 cc,2021.0,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,18.0,Others,4.0,Unknown,Unknown,4405.0,1818.0,1640.0,2636.0,7 Speed DCT,2WD,5.0,Power,"tubeless,radial",5.0,408.9099421219351,14.1,DOHC,Unknown,9.302919758839296,Bangalore,24.5,10.308985993422082,18.40999999999999
Third Party insurance,Petrol,1353 cc,2020.0,Petrol,SUV,Automatic,1,Kia,Kia Seltos,17.0,Others,4.0,GDi,Yes,4315.0,1800.0,1645.0,2610.0,7-Speed DCT,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,16.5,DOHC,Unknown,8.614012373969004,Bangalore,16.25,9.90353755128617,16.25
Unknown,Diesel,1968 cc,2014.0,Diesel,Sedan,Automatic,1,Skoda,Skoda Superb,16.0,White,4.0,Direct Injection,Yes,4838.0,1817.0,1482.0,2761.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,565.0,17.2,DOHC,No,5.4,Bangalore,5.0,10.500949482961666,5.0
Third Party insurance,Petrol,1197 cc,2009.0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,13.0,Others,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC,No,2.095131664346063,Bangalore,2.49,11.289794413577894,2.55
Unknown,Petrol,1598 cc,2014.0,Petrol,SUV,Manual,2,Renault,Renault Duster,16.0,Red,4.0,MPFI,No,4315.0,1822.0,1695.0,2673.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,475.0,13.24,DOHC,No,5.2,Bangalore,6.3,11.331343634511274,6.3
Third Party insurance,Diesel,1968 cc,2016.0,Diesel,SUV,Automatic,2,Audi,Audi Q5,17.0,Others,4.0,CRDI,Yes,4629.0,2089.0,1655.0,2807.0,7 Speed,AWD,5.0,Power,"tubeless,radial",5.0,540.0,14.16,DOHC,No,5.8,Bangalore,25.99,10.308985993422082,18.40999999999999
Third Party insurance,Petrol,1197 cc,2009.0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i10,13.0,Others,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC,No,2.095131664346063,Bangalore,2.49,11.289794413577894,2.55
Third Party insurance,Petrol,998 cc,2017.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,14.0,Silver,3.0,Unknown,Unknown,3530.0,1490.0,1520.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,214.0,24.39,DOHC,Unknown,4.5,Bangalore,3.85,10.862933554724211,3.85
Third Party insurance,Petrol,1197 cc,2012.0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i20,14.0,Red,4.0,MPFI,No,3940.0,1710.0,1505.0,2525.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,295.0,17.0,DOHC,No,5.2,Bangalore,3.0,11.563955014694816,3.0
Third Party insurance,Diesel,3198 cc,2017.0,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,18.0,Black,4.0,TDCi,Yes,4892.0,1860.0,1837.0,2850.0,6 Speed,4WD,7.0,Power,"tubeless,radial",5.0,473.6525385098503,10.91,DOHC,No,17.5262883581589,Bangalore,29.75,11.39640288460621,18.40999999999999
Comprehensive,Petrol,796 cc,2014.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,14.0,Others,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Bangalore,2.76,10.302733360830375,2.76
Third Party insurance,Petrol,1196 cc,2018.0,Petrol,Hatchback,Manual,1,Ford,Ford Figo,14.0,Gray,4.0,Direct Injection,No,3886.0,1695.0,1525.0,2491.0,5 Speed,FWD,5.0,EPAS,tubeless,5.0,257.0,18.16,DOHC,No,4.9,Bangalore,2.225,10.308985993422082,2.55
Comprehensive,Petrol,1197 cc,2020.0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,15.0,White,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Bangalore,7.3,9.702973165917758,7.3
Comprehensive,Diesel,1498 cc,2022.0,Diesel,SUV,Automatic,1,Hyundai,Hyundai Alcazar,18.0,Grey,4.0,Common rail direct injection,Yes,4500.0,1790.0,1675.0,2760.0,6-speed,Unknown,7.0,Power,"tubeless,radial",5.0,416.8857893369627,18.1,DOHC,Unknown,11.554442041449107,Bangalore,22.45,9.746892220313054,18.40999999999999
Comprehensive,Petrol,1197 cc,2014.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,15.0,Grey,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Bangalore,3.99,11.225256725762893,3.99
Comprehensive,Petrol,1197 cc,2011.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,13.0,Red,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC,No,2.095131664346063,Bangalore,3.12,11.232205765518422,3.12
Comprehensive,Diesel,2179 cc,2015.0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,17.0,Silver,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed,FWD,7.0,Power,tubeless,5.0,720.0,16.0,DOHC,No,5.6,Bangalore,12.75,10.757924157061597,12.75
Comprehensive,Diesel,1956 cc,2022.0,Diesel,SUV,Manual,1,Tata,Tata Harrier,17.0,White,4.0,Unknown,Yes,4598.0,1894.0,1706.0,2741.0,6-Speed,FWD,5.0,Power,"tubeless,radial",5.0,425.0,16.35,DOHC,Unknown,11.229743325395638,Bangalore,19.9,10.505094936455558,18.40999999999999
Comprehensive,Petrol,999 cc,2020.0,Petrol,MUV,Manual,1,Renault,Renault Triber,16.0,Silver,3.0,MPFi,Unknown,3991.0,1739.0,1643.0,2548.67252318204,5 Speed,FWD,7.0,Electric,"tubeless,radial",5.0,84.0,20.0,DOHC,Unknown,5.754793472428233,Bangalore,7.19,10.24899031947161,7.19
Third Party insurance,Diesel,1582 cc,2016.0,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,16.0,White,4.0,CRDi,Yes,4270.0,1780.0,1630.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,19.67,DOHC,No,5.3,Bangalore,12.6,10.819798284210286,12.6
Third Party insurance,Petrol,1197 cc,2010.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,13.0,Others,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC ,No,2.095131664346063,Bangalore,3.0,11.407576060361786,3.0
Third Party insurance,Diesel,2993 cc,2016.0,Diesel,SUV,Automatic,2,BMW,BMW X5,19.0,Others,6.0,CRDi,Yes,4886.0,1938.0,1762.0,2933.0,8 Speed,4WD,5.0,Power,runflat,5.0,650.0,15.97,DOHC,No,6.4,Bangalore,41.02,11.156264806643742,18.40999999999999
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Grey,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Bangalore,6.27,10.8699389376019,6.27
Third Party insurance,Diesel,1995 cc,2010.0,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,16.0,Others,4.0,CRDI,Yes,4520.0,1817.0,1421.0,2760.0,6 Speed,RWD,5.0,Power,"tubeless,radial",4.0,460.0,16.07,DOHC,No,7.3976780415624575,Bangalore,13.0,11.156264806643742,13.0
Comprehensive,Petrol,1497 cc,2015.0,Petrol,Sedan,Manual,1,Honda,Honda City,15.0,Silver,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed ,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.4,SOHC,No,5.3,Bangalore,6.72,11.034792885150756,6.72
Comprehensive,Diesel,1995 cc,2017.0,Diesel,SUV,Automatic,1,Hyundai,Hyundai Tucson,18.0,White,4.0,CRDI,Yes,4475.0,1850.0,1660.0,2670.0,6 Speed,2WD,5.0,Power,"tubeless,radial",5.0,513.0,16.38,DOHC,No,5.3,Bangalore,18.25,10.950824090522445,18.25
Third Party insurance,Diesel,2755 cc,2021.0,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,17.0,Others,4.0,Direct Injection,Yes,4795.0,1855.0,1835.0,2745.0,6 Speed,RWD,7.0,Power,"tubeless,radial",5.0,529.7710283219253,14.24,DOHC,No,5.8,Bangalore,16.445,11.289794413577894,16.445
Comprehensive,Petrol,1197 cc,2013.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,14.0,Blue,4.0,MPFI,No,3995.0,1710.0,1505.0,2525.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,340.10665818705604,18.5,DOHC,No,4.255793900204786,Bangalore,4.4,10.501224548291415,4.4
Third Party insurance,Diesel,1956 cc,2019.0,Diesel,SUV,Manual,2,Tata,Tata Harrier,17.0,Others,4.0,CRDI,Yes,4598.0,1894.0,1706.0,2741.0,6,FWD,5.0,Power,tubeless,4.0,425.0,17.0,DOHC,No,11.229743325395638,Bangalore,14.6,11.156264806643742,14.6
Comprehensive,Petrol,1451 cc,2022.0,Petrol,SUV,Automatic,1,MG,MG Hector,18.0,White,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,8-Speed,FWD,5.0,Power,"tubeless,radial",5.0,587.0,19.256888627353813,Unknown,Unknown,13.900958253913911,Bangalore,20.41,9.702973165917758,18.40999999999999
Comprehensive,Petrol,1591 cc,2017.0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,16.0,Black,4.0,MPFI,No,4440.0,1729.0,1475.0,2600.0,6 Speed,FWD,5.0,Power,tubeless,4.0,480.0,17.0,DOHC,No,8.934830342688649,Bangalore,10.33,10.31896899591978,10.33
Comprehensive,Petrol,1197 cc,2010.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,13.0,Golden,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC,No,2.095131664346063,Bangalore,2.75,11.097425172408931,2.75
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,White,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Bangalore,6.76,10.933303378999149,6.76
Comprehensive,Diesel,2143 cc,2017.0,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,18.0,White,4.0,CRDI,Yes,4656.0,1890.0,1639.0,2873.0,9 Speed,AWD,5.0,Power,"tubeless,radial",5.0,550.0,17.9,DOHC,No,11.000549618258304,Bangalore,33.85,10.757924157061597,18.40999999999999
Third Party insurance,Diesel,1461 cc,2014.0,Diesel,SUV,Manual,2,Nissan,Nissan Terrano,16.0,Others,4.0,CRDi,Yes,4331.0,2000.0,1671.0,2673.0,6 Speed,FWD,5.0,Power,tubeless,5.0,475.0,19.01,DOHC,No,5.2,Bangalore,6.5,11.002116507732017,6.5
Third Party insurance,Diesel,1248 cc,2014.0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Red,4.0,CRDI,Yes,3840.0,1735.0,1530.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,204.0,25.2,DOHC,No,4.8,Bangalore,4.44,11.336546217631904,4.44
Third Party insurance,Petrol,999 cc,2020.0,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,14.0,Others,3.0,MPFi,No,3731.0,1579.0,1474.0,2422.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,279.0,22.0,DOHC,No,4.9,Bangalore,5.1,9.702973165917758,5.1
Comprehensive,Diesel,1461 cc,2016.0,Diesel,SUV,Automatic,2,Renault,Renault Duster,16.0,Grey,4.0,CRDi,Yes,4315.0,1822.0,1695.0,2673.0,6 Speed,FWD,5.0,Power,"tubeless,radial",5.0,475.0,19.6,DOHC,No,5.2,Bangalore,9.25,10.463131911491967,9.25
Comprehensive,Petrol,1497 cc,2019.0,Petrol,Sedan,Automatic,2,Honda,Honda City,15.0,White,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,CVT,FWD,5.0,Power,"tubeless,radial",4.0,510.0,18.0,SOHC,No,5.3,Bangalore,10.24,10.841872401883348,10.24
Third Party insurance,Diesel,1498 cc,2016.0,Diesel,Sedan,Manual,3,Skoda,Skoda Rapid,15.0,Others,4.0,Direct Injection ,Yes,4386.0,1699.0,1466.0,2552.0,5-speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,21.14,DOHC,No,5.3,Bangalore,5.0,11.289794413577894,5.0
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,16.0,Others,4.0,Direct Injection,Yes,3971.0,1682.0,1469.0,2469.0,7 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,17.21,DOHC,No,4.97,Bangalore,9.95,10.596659732783579,9.95
Comprehensive,Petrol,2354 cc,2012.0,Petrol,SUV,Automatic,2,Honda,Honda CR-V,17.0,White,4.0,PGM-FI (Programmed Fuel Injection),No,4575.0,1820.0,1680.0,2620.0,5 Speed,AWD,5.0,Power,"tubeless,radial",5.0,475.6432329218835,11.1,DOHC,No,5.9,Bangalore,9.35,11.357043286964823,9.35
Comprehensive,Petrol,1497 cc,2018.0,Petrol,SUV,Manual,1,Ford,Ford Ecosport,16.0,Others,3.0,Direct Injection,No,3998.0,1765.0,1647.0,2519.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,352.0,17.0,DOHC,No,5.3,Bangalore,8.34,10.51642742854388,8.34
Third Party insurance,Diesel,1498 cc,2015.0,Diesel,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,15.0,Others,4.0,Direct Injection,Yes,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,20.14,DOHC,No,4.97,Bangalore,5.6,11.407576060361786,5.6
Comprehensive,Petrol,1197 cc,2012.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Silver,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Bangalore,4.54,11.563955014694816,4.54
